n_profile Patient_ID Drug_ID Time Proliferation_b1 Proliferation_b2 BRAF PTEN AKT PDPK1 p70_b1 p70_b2 ERK_b1 ERK_b2 MEK_b1 MEK_b2
32 RVH-421 p53 49.5 0.256679 0.212726 0.0 0.0 0.999798 0.9987980000000001 0.9927989999999999 0.99102 0.24206500000000003 0.0 0.166909 0.0
33 WT BRAF 49.0 0.22380500000000006 0.13018800000000003 0.0 0.49880099999999994 0.37046899999999994 0.370239 0.42134099999999997 0.3228919999999999 0.43041099999999993 0.0 0.431376 0.0
34 SNU-81 Zero 49.0 0.6248009999999996 0.450482 0.08047999999999998 0.4134 0.5984969999999997 0.6084659999999998 0.9194149999999995 0.49997600000000003 0.8855589999999995 0.07889700000000002 0.6596889999999995 0.07849699999999998
34 SNU-81 BRAF 49.0 0.6271539999999999 0.4565670000000001 0.0 0.40240399999999993 0.606107 0.615309 0.9205279999999998 0.5171809999999999 0.8751239999999997 0.0 0.6645519999999998 0.0
33 WT PI3K 49.0 0.131585 0.0 0.35593299999999994 0.507 0.0 0.0 0.0 0.0 0.48842900000000006 0.28061200000000003 0.46966199999999997 0.3097810000000001
34 SNU-81 PI3K 49.0 0.5464129999999999 0.19164900000000004 0.17856699999999995 0.40199700000000005 0.24449199999999996 0.24207699999999996 0.80309 0.21646800000000002 0.866388 0.17271399999999998 0.6524360000000002 0.17521699999999998
34 SNU-81 p53 49.0 0.8823400000000005 0.6272150000000001 0.005509999999999999 0.0 0.8429330000000003 0.8552290000000005 0.9786770000000004 0.699798 0.8724720000000004 0.005717 0.6527280000000002 0.005274999999999999
33 WT p53 49.0 0.4539430000000003 0.267441 0.049930999999999975 0.0 0.7294509999999997 0.7289189999999997 0.8221770000000002 0.6362279999999998 0.43029799999999996 0.031462999999999984 0.4341890000000001 0.041247999999999986
35 SNU-61 Zero 49.0 0.06380000000000001 0.041852999999999994 0.08963600000000002 0.4952 0.396636 0.40858999999999995 0.52145 0.35170799999999997 0.1649330000000002 0.05955 0.15574000000000013 0.063113
35 SNU-61 BRAF 49.0 0.058779 0.03694000000000001 0.0 0.4979989999999999 0.39311899999999994 0.4072839999999999 0.525968 0.34610799999999997 0.11158599999999999 0.0 0.11028900000000001 0.0
35 SNU-61 PI3K 49.0 0.05807500000000001 0.0 0.16153499999999998 0.4860000000000001 0.0 0.0 0.125691 0.0 0.19567999999999994 0.10474800000000002 0.18149199999999996 0.11358400000000002
36 SW48 Zero 49.0 0.2656360000000001 0.176958 0.5261439999999997 0.556653 0.451734 0.4546590000000001 0.47252900000000025 0.4205200000000001 0.6408119999999999 0.4864260000000001 0.7109920000000001 0.5220109999999997
36 SW48 BRAF 49.0 0.20586900000000005 0.171135 0.0 0.5614350000000002 0.47339599999999993 0.4751819999999999 0.49451699999999993 0.448716 0.3805059999999999 0.0 0.4611299999999999 0.0
35 SNU-61 p53 49.0 0.125991 0.078908 0.012153000000000002 0.0 0.7940780000000002 0.8169250000000002 0.9314470000000001 0.7140110000000001 0.11781200000000001 0.0061649999999999995 0.11657600000000001 0.007104000000000001
36 SW48 PI3K 49.0 0.358088 0.005142999999999998 0.8414969999999997 0.5733669999999995 0.010768999999999999 0.010467 0.016171999999999992 0.011321999999999999 0.8119999999999996 0.7692759999999997 0.8770059999999993 0.8263519999999998
37 SNU-407 Zero 49.0 0.15903200000000006 0.07496400000000003 0.293625 0.5758969999999997 0.18916399999999997 0.254628 0.2658529999999998 0.16672000000000003 0.32027599999999984 0.167519 0.3871599999999998 0.20328099999999996
36 SW48 p53 49.0 0.519203 0.336616 0.24363600000000005 0.07360100000000003 0.8353519999999998 0.8474509999999996 0.8542499999999996 0.7655250000000001 0.502027 0.241483 0.5664289999999995 0.24779500000000002
37 SNU-407 BRAF 49.0 0.135021 0.08070800000000002 0.0 0.5769219999999999 0.19192299999999998 0.257808 0.26420199999999994 0.16889200000000001 0.3243179999999998 0.0 0.38995599999999986 0.0
37 SNU-407 PI3K 49.0 0.136465 0.0 0.41920900000000005 0.5623459999999999 0.0 0.0 0.0 0.0 0.316524 0.24075999999999997 0.38223000000000007 0.29415
38 LS-513 Zero 49.0 0.028741999999999986 0.008954000000000002 0.1725180000000001 0.44475299999999984 0.3758319999999999 0.46088799999999985 0.455049 0.346702 0.068295 0.025920999999999993 0.06508499999999998 0.034819
37 SNU-407 p53 49.0 0.29651999999999984 0.165039 0.15156099999999995 0.165257 0.39456600000000003 0.5058309999999999 0.5210189999999998 0.355965 0.31158199999999986 0.085023 0.38440699999999983 0.10438799999999998
38 LS-513 BRAF 49.0 0.026048999999999996 0.010876000000000002 0.0 0.446798 0.39469499999999985 0.48419799999999985 0.48008099999999987 0.36246299999999987 0.04601800000000001 0.0 0.041783000000000015 0.0
38 LS-513 PI3K 49.0 0.025922999999999995 0.000293 0.311509 0.4374009999999998 0.010339000000000001 0.010646000000000001 0.013349999999999999 0.010671 0.08732599999999997 0.040987 0.08564799999999999 0.057699999999999994
39 C2BBe1 Zero 49.5 0.8593989999999997 0.5803449999999999 0.37039999999999984 0.18887100000000007 0.656625 0.8821720000000002 0.9644579999999996 0.6334400000000002 0.9300079999999994 0.37202199999999985 0.8597479999999997 0.36738799999999977
38 LS-513 p53 49.0 0.061766999999999996 0.020555 0.07251200000000001 0.0 0.6619600000000002 0.7918270000000003 0.7748300000000001 0.6153660000000001 0.05879 0.008566 0.051332 0.010152000000000001
39 C2BBe1 BRAF 49.0 0.8582630000000002 0.5876960000000001 0.0 0.18990300000000002 0.6643270000000001 0.8892690000000004 0.9632720000000004 0.639595 0.933984 0.0 0.8708200000000001 0.0
40 VMRC-MELG Zero 49.0 0.3418019999999999 0.195322 0.061047 0.4024 0.831136 0.7127660000000001 0.875324 0.4964449999999999 0.4608859999999999 0.055845 0.42963700000000005 0.058051000000000005
39 C2BBe1 PI3K 49.0 0.7398169999999997 0.16909699999999997 0.6119949999999996 0.187769 0.18461700000000006 0.24567300000000003 0.5898939999999999 0.18299400000000007 0.940045 0.5942890000000002 0.8692340000000001 0.5905469999999999
39 C2BBe1 p53 49.5 0.9442669999999995 0.6352149999999998 0.34685099999999996 0.0 0.7232009999999999 0.9627129999999997 0.9923969999999995 0.6894749999999997 0.9357949999999995 0.35040199999999994 0.8687629999999996 0.34321900000000005
40 VMRC-MELG BRAF 49.0 0.34277799999999986 0.20105999999999996 0.0 0.4045999999999999 0.8363409999999994 0.7150699999999994 0.871201 0.505568 0.4178199999999997 0.0 0.38257399999999975 0.0
41 COLO-792 Zero 49.0 0.1750780000000001 0.099282 0.004016 0.11260099999999999 0.4616309999999999 0.4392789999999999 0.751743 0.425003 0.23908000000000007 0.004404999999999999 0.20512900000000003 0.0040680000000000004
40 VMRC-MELG PI3K 49.0 0.24488400000000002 0.0035780000000000005 0.29185000000000005 0.4092009999999998 0.17606100000000008 0.016601 0.2733409999999998 0.011210000000000001 0.6306410000000002 0.2712449999999999 0.5841290000000005 0.280663
41 COLO-792 BRAF 49.0 0.17004000000000002 0.09972 0.0 0.096602 0.47400999999999993 0.4481769999999998 0.7559249999999997 0.43103899999999995 0.235634 0.0 0.20259800000000006 0.0
40 VMRC-MELG p53 49.0 0.4069450000000001 0.252496 0.0 0.0 0.9854349999999997 0.9663689999999998 0.9908149999999997 0.6690299999999999 0.408345 0.0 0.378699 0.0
41 COLO-792 PI3K 49.0 0.10163099999999999 0.0 0.010625999999999998 0.10999900000000003 0.0046 0.0 0.5018819999999998 0.0 0.22206399999999998 0.009696000000000001 0.18950099999999998 0.008613
41 COLO-792 p53 49.0 0.182027 0.107073 0.002406 0.0 0.509719 0.48479099999999997 0.7637909999999999 0.465174 0.23105400000000004 0.003432 0.19963400000000006 0.002685
42 SNU-C2B Zero 49.0 0.7286229999999994 0.6609879999999997 0.288111 0.7740109999999996 0.6880759999999997 0.6880349999999998 0.7774369999999995 0.6842749999999997 0.9606149999999991 0.284863 0.9504929999999991 0.285963
42 SNU-C2B BRAF 49.0 0.7110740000000001 0.6615780000000001 0.0 0.7603710000000004 0.695468 0.696132 0.7778810000000002 0.6883790000000001 0.961856 0.0 0.9567430000000001 0.0
42 SNU-C2B PI3K 49.0 0.5381279999999995 0.3650969999999999 0.4935679999999998 0.7580249999999998 0.37205099999999985 0.36952099999999993 0.4778049999999999 0.3758759999999999 0.9608119999999993 0.4836909999999998 0.9526309999999996 0.4879439999999999
43 LIM1215 Zero 49.0 0.4964449999999999 0.24321100000000004 0.035902 0.301937 0.622567 0.653978 0.6580639999999996 0.35733200000000004 0.7017159999999998 0.03597099999999999 0.4708950000000001 0.034625
42 SNU-C2B p53 49.0 0.9424180000000004 0.8093730000000001 0.17839900000000006 0.20846500000000004 0.8723640000000003 0.8813230000000002 0.9138670000000003 0.8451830000000001 0.9590700000000002 0.18566700000000005 0.9522570000000002 0.181697
43 LIM1215 BRAF 49.0 0.49797599999999986 0.24260500000000002 0.0 0.30612200000000006 0.6201259999999998 0.651204 0.655289 0.35117499999999996 0.7082639999999998 0.0 0.47478799999999993 0.0
44 CL-11 Zero 49.0 0.17630200000000004 0.08671000000000001 0.08523600000000002 0.48100100000000007 0.315451 0.258394 0.6846649999999997 0.25584699999999994 0.34792099999999987 0.07541000000000002 0.3295339999999999 0.07777500000000001
43 LIM1215 PI3K 49.0 0.16843000000000002 0.06777200000000001 0.108306 0.312755 0.10926699999999999 0.108139 0.12246699999999998 0.093759 0.714913 0.099644 0.4684989999999998 0.099781
44 CL-11 BRAF 49.0 0.17881899999999998 0.09742900000000002 0.0 0.4870999999999999 0.30962500000000004 0.254094 0.6931339999999999 0.25212500000000004 0.3631810000000001 0.0 0.336367 0.0
43 LIM1215 p53 49.0 0.6618049999999998 0.370155 0.008746 0.03891800000000001 0.8445630000000003 0.8667980000000003 0.8745790000000003 0.5397959999999999 0.6890669999999998 0.008552 0.458484 0.008423
44 CL-11 PI3K 49.0 0.13157900000000006 0.0 0.12128000000000001 0.49140000000000006 0.040938 0.0 0.5269820000000001 0.0 0.343515 0.10485999999999998 0.322156 0.10939499999999999
44 CL-11 p53 49.0 0.31137799999999993 0.17842500000000003 0.050565999999999986 0.0 0.5604250000000001 0.5030380000000001 0.7974739999999998 0.49636100000000005 0.3451859999999998 0.04432399999999999 0.3241419999999997 0.044807
45 CaR-1 Zero 49.0 0.4234139999999999 0.377577 0.4239539999999999 0.5805140000000001 0.520885 0.5029109999999999 0.6816719999999997 0.4955959999999999 0.8143039999999998 0.3825059999999999 0.8751889999999997 0.41511099999999984
45 CaR-1 BRAF 49.0 0.4363649999999998 0.39004399999999984 0.0 0.571871 0.5423999999999998 0.522033 0.7079540000000001 0.5170469999999998 0.7603599999999998 0.0 0.821234 0.0
46 COLO-205 Zero 49.0 0.09669300000000002 0.014339000000000001 0.281342 0.7218119999999996 0.2773150000000001 0.6509329999999999 0.6998989999999998 0.205791 0.2931180000000001 0.20547800000000002 0.35414999999999985 0.260038
45 CaR-1 PI3K 49.0 0.360843 0.0 0.8856940000000002 0.5622010000000001 0.0 0.0 0.15700399999999998 0.0 0.8560950000000002 0.811067 0.9109670000000003 0.8689070000000001
46 COLO-205 BRAF 49.0 0.04513699999999999 0.018005 0.0 0.7193649999999999 0.283869 0.6749499999999998 0.7282229999999997 0.22031600000000004 0.09229400000000001 0.0 0.120301 0.0
45 CaR-1 p53 49.0 0.7880279999999998 0.7357309999999999 0.004777 0.0 0.9886659999999998 0.9817709999999998 0.9974639999999997 0.973196 0.7718889999999999 0.003071 0.8388119999999999 0.004785
46 COLO-205 PI3K 49.0 0.10344799999999997 0.011521 0.312158 0.7248699999999995 0.191039 0.43295700000000004 0.498133 0.14065 0.3293770000000001 0.23608299999999993 0.3881490000000002 0.2893079999999999
47 SW626 Zero 49.0 0.26390700000000006 0.16541200000000003 0.27017499999999994 0.5823980000000001 0.46901400000000004 0.5178849999999998 0.6812249999999997 0.41748399999999997 0.45860699999999993 0.23919499999999994 0.5241539999999998 0.26902699999999996
46 COLO-205 p53 49.0 0.2612610000000001 0.020075000000000003 0.22426200000000002 0.016298999999999998 0.41559800000000013 0.9645389999999999 0.9743749999999998 0.2999010000000001 0.2621879999999999 0.17606900000000003 0.30928800000000006 0.21304500000000007
47 SW626 BRAF 49.0 0.24943300000000004 0.16676800000000003 0.0 0.584 0.48439299999999996 0.5316560000000001 0.702534 0.4327370000000001 0.38370499999999985 0.0 0.464496 0.0
48 COLO-678 Zero 49.0 0.260016 0.21950200000000009 0.2986449999999999 0.5057779999999996 0.5448689999999996 0.5482859999999996 0.9363909999999994 0.5539339999999996 0.4309589999999997 0.17274900000000007 0.6954239999999996 0.26933099999999993
47 SW626 PI3K 49.0 0.18436500000000006 0.004801000000000001 0.46478800000000003 0.5923989999999998 0.012091000000000003 0.012500000000000002 0.18528100000000008 0.011600000000000004 0.504098 0.4073740000000001 0.5661229999999997 0.462106
48 COLO-678 BRAF 49.0 0.2631189999999999 0.21909300000000004 0.0 0.49978300000000003 0.556737 0.5630379999999999 0.9329719999999998 0.56676 0.401118 0.0 0.6913240000000002 0.0
47 SW626 p53 49.0 0.43307599999999985 0.2727199999999998 0.13313599999999998 0.0 0.7637300000000001 0.868478 0.9215959999999999 0.6771529999999999 0.42055899999999996 0.12090399999999997 0.48894199999999993 0.13512400000000002
48 COLO-678 PI3K 49.0 0.22421800000000003 0.0 0.7110000000000002 0.507122 0.0 0.0 0.6339720000000002 0.0 0.45817900000000006 0.409855 0.7090710000000005 0.6532940000000003
49 CP67-MEL Zero 49.5 0.742004 0.6522849999999999 0.08514300000000002 0.14071699999999998 0.9455039999999997 0.8890539999999997 0.9900699999999997 0.8909329999999995 0.773188 0.09175400000000003 0.7930379999999999 0.08805900000000001
48 COLO-678 p53 49.0 0.4224570000000001 0.350694 0.028765000000000002 0.0 0.9054549999999999 0.9168499999999998 0.9954009999999995 0.9136549999999998 0.39308100000000007 0.012617 0.6965689999999998 0.026129000000000003
49 CP67-MEL BRAF 49.5 0.70477 0.626892 0.0 0.14467099999999994 0.9440910000000003 0.8931450000000001 0.9897540000000002 0.8958110000000002 0.740259 0.0 0.7685460000000002 0.0
49 CP67-MEL PI3K 49.5 0.4527349999999999 0.08156100000000004 0.3735340000000001 0.14778099999999997 0.26595099999999994 0.10643300000000003 0.7157859999999995 0.11086700000000003 0.8159489999999996 0.35572 0.8331829999999997 0.37167000000000006
50 SNU-283 Zero 49.0 0.5755849999999997 0.33020200000000005 0.08082799999999998 0.20437000000000005 0.8465409999999998 0.9077389999999996 0.9115829999999997 0.5676390000000001 0.5986629999999997 0.07262100000000002 0.5721379999999998 0.07188599999999999
49 CP67-MEL p53 49.5 0.7640439999999996 0.6891649999999998 0.07418800000000002 0.0 0.9707119999999999 0.9500109999999998 0.9940219999999997 0.948889 0.7620519999999997 0.08450000000000002 0.7891769999999999 0.07906100000000002
50 SNU-283 BRAF 49.0 0.5631450000000001 0.330264 0.0 0.20316700000000001 0.850879 0.9110780000000002 0.9159960000000001 0.5743599999999999 0.5919580000000001 0.0 0.5667470000000001 0.0
50 SNU-283 PI3K 49.0 0.5252449999999997 0.19284500000000004 0.3096039999999998 0.20418900000000006 0.4800169999999999 0.5028759999999999 0.5169039999999998 0.3361010000000001 0.6065249999999996 0.277147 0.5737269999999997 0.27760499999999994
51 OUMS-23 Zero 49.0 0.1512080000000001 0.03709 0.2581699999999999 0.19986800000000007 0.2373250000000002 0.6061409999999999 0.6128720000000001 0.21218900000000016 0.2284630000000002 0.1515140000000001 0.29273799999999983 0.19643700000000006
50 SNU-283 p53 49.0 0.6057769999999999 0.339479 0.043956999999999996 0.011443000000000002 0.9075169999999999 0.967893 0.9699349999999999 0.5939419999999997 0.5877829999999999 0.04417400000000001 0.55999 0.04290500000000001
51 OUMS-23 BRAF 49.0 0.12044900000000004 0.0385 0.0 0.18771700000000008 0.24323299999999998 0.613324 0.6140789999999998 0.21626800000000007 0.19727800000000012 0.0 0.2708479999999999 0.0
52 G-361 Zero 49.0 0.34114799999999984 0.27801399999999993 0.15533100000000002 0.7357199999999997 0.412624 0.38154000000000005 0.9153129999999997 0.38921599999999995 0.5654719999999996 0.13810400000000003 0.5245579999999997 0.14260100000000003
51 OUMS-23 PI3K 49.0 0.122357 0.000821 0.352019 0.18992099999999995 0.007212 0.011937999999999999 0.016610000000000003 0.007036 0.24763500000000008 0.20719000000000004 0.3005280000000001 0.26441900000000007
52 G-361 BRAF 49.0 0.3229929999999999 0.27190899999999996 0.0 0.737589 0.41874900000000004 0.38459000000000004 0.9164509999999995 0.39518800000000004 0.545272 0.0 0.5089930000000001 0.0
52 G-361 PI3K 49.0 0.12731900000000002 0.0 0.335801 0.7330010000000002 0.0 0.0 0.6250190000000001 0.0 0.5586949999999999 0.31343699999999997 0.5185350000000001 0.311527
51 OUMS-23 p53 49.0 0.229165 0.043174000000000004 0.24085700000000002 0.0 0.27932199999999985 0.71018 0.713504 0.24719800000000003 0.22556200000000007 0.14251399999999997 0.28437799999999996 0.18199699999999994
52 G-361 p53 49.0 0.5772969999999998 0.45553999999999994 0.03890699999999998 0.0 0.6330699999999998 0.6202169999999999 0.9309369999999998 0.6231949999999998 0.5678159999999999 0.043122999999999995 0.5215349999999999 0.04090999999999999
53 IPC-298 Zero 49.0 0.2928740000000001 0.19660599999999998 0.017450999999999994 0.331506 0.5721749999999998 0.48348199999999997 0.6956279999999998 0.4797919999999999 0.376898 0.016127 0.26066900000000004 0.018010999999999996
53 IPC-298 BRAF 49.0 0.2818770000000001 0.196815 0.0 0.31395400000000007 0.5874949999999998 0.4940570000000001 0.6995569999999995 0.490391 0.36234500000000014 0.0 0.25043200000000004 0.0
54 UACC-62 Zero 49.0 0.024117000000000003 0.005209 0.056555999999999995 0.4410079999999998 0.12895600000000002 0.05052800000000001 0.17429999999999998 0.047341 0.075059 0.020453 0.14133300000000001 0.05059100000000002
53 IPC-298 PI3K 49.0 0.094352 0.0 0.04579400000000001 0.34158799999999995 0.04640400000000001 0.0 0.18180100000000005 0.0 0.37797399999999987 0.045196 0.25245899999999993 0.047244
54 UACC-62 BRAF 49.0 0.016205999999999998 0.006442999999999999 0.0 0.432475 0.14128500000000005 0.05746 0.17927900000000008 0.05254099999999999 0.065446 0.0 0.14791200000000004 0.0
53 IPC-298 p53 49.0 0.35952399999999984 0.27746699999999996 0.005645000000000002 0.0 0.7573440000000001 0.710667 0.8093430000000001 0.7005239999999999 0.375378 0.007523000000000001 0.2588009999999999 0.006577
54 UACC-62 PI3K 49.0 0.019617999999999997 0.0 0.072091 0.422541 0.06857900000000001 0.0 0.10635800000000002 0.0 0.08867300000000002 0.029621 0.158758 0.067611
54 UACC-62 p53 49.0 0.043032 0.010367000000000001 0.051609999999999996 0.0 0.17146599999999998 0.093168 0.20631999999999995 0.086415 0.075735 0.017693 0.152064 0.047138000000000006
55 SW948 Zero 49.0 0.474185 0.27380500000000013 0.32346600000000003 0.40748299999999993 0.5887389999999996 0.6033589999999995 0.7559709999999997 0.418407 0.6932969999999997 0.27442100000000014 0.6849329999999998 0.27993599999999996
55 SW948 BRAF 49.0 0.44812899999999983 0.27314499999999986 0.0 0.40289499999999995 0.5937130000000002 0.608913 0.7467940000000001 0.4249489999999999 0.6382819999999999 0.0 0.6348429999999999 0.0
56 NCI-H508 Zero 49.0 0.027030000000000002 0.001976 0.4409949999999999 0.4818019999999999 0.21340800000000007 0.45412799999999987 0.46236299999999986 0.13775400000000004 0.06579499999999999 0.044064 0.098872 0.07816400000000001
56 NCI-H508 BRAF 49.0 0.006683000000000001 0.0004 0.0 0.49200000000000005 0.21235400000000004 0.4450660000000001 0.45133700000000004 0.138914 0.014011 0.0 0.033641 0.0
55 SW948 PI3K 49.0 0.4730619999999999 0.006151 0.8042960000000001 0.404603 0.014280999999999999 0.014286999999999996 0.16277700000000012 0.010482 0.7776479999999998 0.7091230000000001 0.7565499999999998 0.7188439999999998
56 NCI-H508 PI3K 49.0 0.027301999999999996 0.0 0.5846219999999999 0.49279999999999996 0.0 0.0 0.0 0.0 0.08996800000000002 0.059052 0.12408500000000001 0.10365200000000001
55 SW948 p53 49.0 0.651831 0.40243300000000004 0.038139999999999986 0.0 0.9213689999999995 0.9453659999999996 0.9794929999999996 0.6448359999999996 0.639669 0.03186 0.6389590000000002 0.030295999999999997
56 NCI-H508 p53 49.0 0.05902900000000002 0.003192 0.29663500000000004 0.0 0.43002899999999994 0.871895 0.8849009999999998 0.282255 0.05868400000000001 0.034774 0.08420500000000003 0.06099400000000001
57 451Lu Zero 49.5 0.06369600000000002 0.019983000000000004 0.038729000000000006 0.3121949999999999 0.37847199999999975 0.28295899999999996 0.5963960000000003 0.22252800000000006 0.10162200000000005 0.031174999999999998 0.063047 0.031211000000000006
57 451Lu BRAF 49.5 0.04524399999999999 0.019735999999999997 0.0 0.307201 0.38729299999999994 0.29973600000000006 0.6099150000000001 0.23819599999999996 0.06375500000000003 0.0 0.036316 0.0
57 451Lu PI3K 49.5 0.076644 0.0 0.07667000000000002 0.31319900000000017 0.10883299999999999 0.0 0.5182039999999998 0.0 0.127738 0.053752 0.09007000000000001 0.05607099999999999
58 A101D Zero 49.0 0.226026 0.139832 0.16349400000000003 0.36526999999999993 0.4900859999999998 0.464988 0.8155110000000002 0.4535939999999999 0.3757609999999998 0.104044 0.518276 0.16051000000000007
57 451Lu p53 49.5 0.07519000000000006 0.026628000000000002 0.025425000000000003 0.0 0.5088429999999997 0.42540299999999975 0.6599650000000002 0.3430079999999998 0.08805400000000006 0.020047 0.05604299999999998 0.021144999999999997
58 A101D BRAF 49.0 0.188865 0.12508000000000002 0.0 0.36236700000000005 0.49627299999999996 0.47331400000000007 0.818557 0.46146600000000015 0.29743 0.0 0.462161 0.0
59 SNU-175 Zero 49.0 0.5635970000000002 0.34456099999999995 0.5928519999999998 0.5676590000000001 0.41800599999999993 0.423679 0.5795670000000003 0.3996409999999998 0.8802869999999999 0.5884320000000002 0.8684289999999997 0.5875760000000001
58 A101D PI3K 49.0 0.159886 0.0 0.33726600000000007 0.3552380000000001 0.0 0.0 0.47389799999999993 0.0 0.42065800000000003 0.20556400000000002 0.5683119999999999 0.334656
59 SNU-175 BRAF 49.0 0.44543599999999994 0.344229 0.0 0.5714209999999996 0.431074 0.43720600000000004 0.5865269999999998 0.4074180000000001 0.8312689999999998 0.0 0.8212709999999998 0.0
58 A101D p53 49.0 0.33102699999999974 0.20054500000000003 0.07311500000000003 0.0 0.7333260000000003 0.7142790000000003 0.8957130000000002 0.6926230000000002 0.3234969999999996 0.044820999999999986 0.48015099999999966 0.072524
59 SNU-175 PI3K 49.0 0.5285759999999999 0.09533700000000002 0.7473120000000002 0.5816119999999997 0.10816400000000002 0.10506300000000002 0.3163409999999998 0.11072000000000001 0.8942590000000002 0.7230200000000001 0.8793019999999999 0.7296060000000002
59 SNU-175 p53 49.0 0.8638649999999997 0.5602059999999999 0.47487999999999975 0.20349399999999995 0.6793689999999998 0.6899089999999997 0.7863279999999996 0.6436959999999999 0.8707339999999999 0.4723399999999998 0.8587329999999996 0.4697089999999998
60 COLO-783 Zero 49.0 0.584586 0.3100189999999999 0.14042299999999996 0.5790310000000001 0.7737430000000001 0.4097649999999997 0.8810550000000001 0.4130259999999998 0.7301489999999998 0.12817900000000004 0.7112269999999999 0.13214899999999996
60 COLO-783 BRAF 49.0 0.5784300000000001 0.31306200000000006 0.0 0.5768319999999999 0.7683709999999998 0.407796 0.8756089999999996 0.41202500000000003 0.7258989999999998 0.0 0.702651 0.0
61 UACC-257 Zero 49.0 0.051761 0.017402 0.07267799999999998 0.41910700000000006 0.30648199999999987 0.216506 0.4075210000000001 0.20927600000000007 0.1362470000000001 0.031341999999999995 0.22679600000000005 0.07224599999999999
61 UACC-257 BRAF 49.0 0.040969 0.019053 0.0 0.4248369999999999 0.309463 0.21300899999999998 0.4125000000000001 0.20374999999999996 0.09297599999999998 0.0 0.157277 0.0
60 COLO-783 PI3K 49.0 0.48880299999999993 0.0 0.3636709999999999 0.5798459999999999 0.450318 0.0 0.6298159999999998 0.0 0.7397279999999999 0.3410189999999999 0.7130809999999997 0.34872099999999995
61 UACC-257 PI3K 49.0 0.03999400000000001 0.0 0.10518099999999997 0.41243799999999997 0.07642599999999998 0.0 0.19748200000000005 0.0 0.16189700000000004 0.039895 0.266172 0.102928
60 COLO-783 p53 49.0 0.7612019999999999 0.684524 0.005258999999999999 0.0024890000000000003 0.9820229999999999 0.905272 0.9920019999999999 0.9050429999999998 0.7390239999999999 0.004410000000000001 0.7152909999999998 0.004315
61 UACC-257 p53 49.0 0.081654 0.031056 0.058555 0.0 0.42687899999999984 0.3685669999999999 0.5080419999999999 0.35289499999999996 0.12257299999999997 0.022613000000000005 0.21040799999999996 0.058411
62 LS-411N Zero 49.0 0.172116 0.089715 0.2761149999999999 0.4526389999999998 0.37722699999999987 0.44837699999999986 0.6219740000000001 0.35545399999999994 0.25920999999999983 0.11459900000000002 0.5686829999999999 0.25791799999999987
62 LS-411N BRAF 49.0 0.161945 0.09320900000000001 0.0 0.45219099999999995 0.369843 0.45053699999999997 0.620871 0.347776 0.245011 0.0 0.5649159999999999 0.0
63 COLO-679 Zero 49.0 0.10354500000000003 0.05320100000000002 0.12578599999999998 0.4218619999999999 0.40885100000000013 0.36700200000000005 0.7758519999999998 0.36626700000000006 0.21334100000000003 0.12115000000000002 0.17267400000000008 0.11976400000000002
63 COLO-679 BRAF 49.0 0.06934099999999999 0.044296999999999996 0.0 0.44855599999999995 0.3964409999999999 0.3544129999999999 0.7591290000000003 0.3521009999999999 0.119083 0.0 0.07994700000000002 0.0
62 LS-411N PI3K 49.0 0.139574 0.0 0.533378 0.45760499999999993 0.0 0.0 0.05003000000000001 0.0 0.28067 0.22753400000000001 0.5836679999999999 0.5076219999999999
63 COLO-679 PI3K 49.0 0.10097399999999998 0.0 0.22686900000000004 0.44041600000000003 0.000877 0.0 0.48521900000000007 0.0 0.28767300000000007 0.204629 0.24765900000000002 0.20764400000000002
62 LS-411N p53 49.0 0.28198699999999993 0.15482899999999997 0.10727999999999999 0.0 0.6454139999999998 0.7896709999999998 0.8752529999999997 0.6014279999999999 0.26134599999999997 0.04650999999999999 0.5843459999999998 0.10684999999999997
63 COLO-679 p53 49.0 0.19876900000000003 0.095108 0.07966999999999999 0.0 0.6534380000000002 0.633024 0.853184 0.62666 0.18365300000000004 0.08206100000000001 0.14205299999999998 0.07880300000000001
64 SNU-C5 Zero 49.0 0.5875979999999995 0.41951999999999984 0.227505 0.2696029999999999 0.6340549999999997 0.6871239999999997 0.6907869999999996 0.5292509999999999 0.8287209999999995 0.22779900000000003 0.5622919999999997 0.227059
64 SNU-C5 BRAF 49.0 0.5855439999999997 0.42935699999999993 0.0 0.27092000000000005 0.64648 0.706903 0.7115109999999999 0.5443120000000001 0.7989449999999997 0.0 0.5317709999999998 0.0
64 SNU-C5 PI3K 49.0 0.4214069999999997 0.009864999999999999 0.5706199999999999 0.27903299999999986 0.011214000000000002 0.011172000000000003 0.013292 0.012144 0.8943840000000002 0.5659299999999998 0.6395709999999998 0.5653619999999998
65 MZ7-mel Zero 49.5 0.14848000000000003 0.07303099999999998 0.056634 0.6920009999999998 0.7056979999999999 0.31258 0.6121169999999999 0.245387 0.25943900000000003 0.045681 0.19207100000000002 0.04618900000000001
64 SNU-C5 p53 49.0 0.7562149999999994 0.56275 0.11149599999999998 0.0016 0.8359669999999996 0.9008809999999995 0.9009599999999997 0.725818 0.7927399999999994 0.11779600000000001 0.5174359999999995 0.11328200000000001
65 MZ7-mel BRAF 49.5 0.15377000000000002 0.07008400000000001 0.0 0.6988009999999999 0.6960399999999999 0.30372600000000005 0.6160579999999999 0.241307 0.25131000000000003 0.0 0.19084199999999998 0.0
