n_profile Patient_ID Drug_ID Time Prosurvival_b1 Prosurvival_b2 Prosurvival_b3 Antisurvival_b1 Antisurvival_b2 Antisurvival_b3
64 RPMI-7951 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
65 MZ7-mel Zero 29.8 1.0 1.0 0.9996 0.0012000000000000001 0.0 0.0
63 T84 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
64 RPMI-7951 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
65 MZ7-mel BRAF 29.8 0.999999 0.999999 0.9714649999999999 0.033683 0.0 0.0
63 T84 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
64 RPMI-7951 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
65 MZ7-mel PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
64 RPMI-7951 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
65 MZ7-mel p53 29.8 1.0 1.0 1.0 0.0008 0.0 0.0
63 T84 MEK 29.9 1.0 1.0 0.0 0.424333 0.0 0.0
66 CP50-MEL-B Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
64 RPMI-7951 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
65 MZ7-mel MEK 29.9 1.0000000000000002 0.9998000000000001 0.0012 0.470598 0.0 0.0
66 CP50-MEL-B BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
67 SW837 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
68 COLO-678 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
66 CP50-MEL-B PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
67 SW837 BRAF 29.8 1.0000000000000002 1.0000000000000002 0.9819800000000001 0.020225 0.0 0.0
68 COLO-678 BRAF 29.8 1.0 1.0 0.95939 0.039045 0.0 0.0
66 CP50-MEL-B p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
67 SW837 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
68 COLO-678 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
67 SW837 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
68 COLO-678 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
66 CP50-MEL-B MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
69 CCK-81 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
67 SW837 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0004 0.429282 0.0 0.0
68 COLO-678 MEK 29.9 1.0 1.0 0.0004 0.423659 0.0 0.0
70 MMAc-SF Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
69 CCK-81 BRAF 29.8 1.0 1.0 0.958521 0.038635 0.0 0.0
71 COLO-792 Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
69 CCK-81 PI3K 29.8 1.0 1.0 0.0 1.0 0.0002 0.0
70 MMAc-SF BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
71 COLO-792 BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
69 CCK-81 p53 29.8 1.0 1.0 1.0 0.0002 0.0 0.0
70 MMAc-SF PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
71 COLO-792 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
70 MMAc-SF p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
69 CCK-81 MEK 29.9 1.0 1.0 0.0002 0.42901 0.0 0.0
71 COLO-792 p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
70 MMAc-SF MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
72 CW-2 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
71 COLO-792 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
73 SK-MEL-5 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
72 CW-2 BRAF 29.8 1.0 1.0 0.959422 0.034488000000000005 0.0 0.0
74 HMV-II Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
72 CW-2 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
73 SK-MEL-5 BRAF 29.8 0.999999 0.999999 0.958379 0.036661 0.0 0.0
74 HMV-II BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
72 CW-2 p53 29.8 1.0 1.0 1.0 0.0002 0.0 0.0
73 SK-MEL-5 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
74 HMV-II PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
73 SK-MEL-5 p53 29.8 1.0 1.0 0.9998 0.0002 0.0 0.0
72 CW-2 MEK 29.9 1.0 1.0 0.0007999999999999999 0.429767 0.0 0.0
74 HMV-II p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
73 SK-MEL-5 MEK 29.9 1.0 1.0 0.0006 0.419502 0.0 0.0
75 COLO-320-HSR Zero 29.8 1.0 1.0 0.9998 0.0012000000000000001 0.0 0.0
74 HMV-II MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
76 SK-MEL-3 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
75 COLO-320-HSR BRAF 29.8 1.0 1.0 0.972928 0.019313 0.0 0.0
77 CL-34 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
75 COLO-320-HSR PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
76 SK-MEL-3 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
76 SK-MEL-3 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
75 COLO-320-HSR p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
77 CL-34 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
76 SK-MEL-3 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
77 CL-34 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
75 COLO-320-HSR MEK 29.9 1.0 1.0 0.0012 0.416775 0.0 0.0
77 CL-34 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
76 SK-MEL-3 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
78 SW1417 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
79 WM-115 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
77 CL-34 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
78 SW1417 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
80 WM35 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
78 SW1417 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
79 WM-115 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
79 WM-115 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
78 SW1417 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
80 WM35 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
79 WM-115 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
80 WM35 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
78 SW1417 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
80 WM35 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
79 WM-115 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
81 MEL-HO Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
82 M14 Zero 29.8 1.0 1.0 1.0 0.0012 0.0 0.0
80 WM35 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
81 MEL-HO BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
83 IPC-298 Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
81 MEL-HO PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
82 M14 BRAF 29.8 0.9999999999999999 0.9999999999999999 0.9795149999999999 0.024106 0.0 0.0
82 M14 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
81 MEL-HO p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
83 IPC-298 BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
82 M14 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
83 IPC-298 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
81 MEL-HO MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
83 IPC-298 p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
82 M14 MEK 29.9 1.0 1.0 0.0006000000000000001 0.43401 0.0 0.0
84 UACC-62 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
85 A2058 Zero 29.8 1.0 1.0 0.9998 0.0008 0.0 0.0
83 IPC-298 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
84 UACC-62 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
85 A2058 BRAF 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
84 UACC-62 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
86 SK-MEL-1 Zero 29.8 1.0 1.0 1.0 0.0004 0.0 0.0
85 A2058 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
84 UACC-62 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
85 A2058 p53 29.8 1.0 1.0 0.9996 0.0006360000000000001 0.0 0.0
86 SK-MEL-1 BRAF 29.8 0.999999 0.999999 0.959527 0.031253 0.0 0.0
86 SK-MEL-1 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
84 UACC-62 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
85 A2058 MEK 29.9 1.0 1.0 0.0006 0.425534 0.0 0.0
86 SK-MEL-1 p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
88 LS1034 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
87 SNU-C1 Zero 29.8 1.0 1.0 0.999429 0.000883 0.0 0.0
87 SNU-C1 BRAF 29.8 1.0 1.0 0.999 0.001 0.0 0.0
86 SK-MEL-1 MEK 29.9 1.000001 1.000001 0.000172 0.423046 0.0 0.0
88 LS1034 BRAF 29.8 1.0000000000000002 1.0000000000000002 0.9819800000000001 0.020225 0.0 0.0
87 SNU-C1 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
88 LS1034 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
89 A101D Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
87 SNU-C1 p53 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0015999999999999999 0.0 0.0
88 LS1034 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
89 A101D BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
89 A101D PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
87 SNU-C1 MEK 29.9 1.0 1.0 0.0006 0.40890099999999996 0.0002 0.0002
88 LS1034 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0004 0.429282 0.0 0.0
89 A101D p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
90 SW626 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
91 IGR-1 Zero 29.8 1.0 1.0 0.9994 0.0012 0.0 0.0
89 A101D MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
90 SW626 BRAF 29.8 1.0 1.0 0.95939 0.039045 0.0 0.0
91 IGR-1 BRAF 29.8 0.9999999999999999 0.9999999999999999 0.9641639999999999 0.034255 0.0 0.0
90 SW626 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
91 IGR-1 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
92 SNU-407 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
90 SW626 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
91 IGR-1 p53 29.8 1.0 1.0 0.999777 0.0018219999999999998 0.0 0.0
92 SNU-407 BRAF 29.8 1.000001 1.000001 0.9590029999999999 0.037323999999999996 0.0 0.0
92 SNU-407 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
90 SW626 MEK 29.9 1.0 1.0 0.0004 0.423659 0.0 0.0
91 IGR-1 MEK 29.9 0.9999999999999999 0.9999999999999999 0.001 0.42304899999999995 0.0 0.0
92 SNU-407 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
94 IST-MEL1 Zero 29.8 1.0 1.0 1.0 0.0012 0.0 0.0
93 WT Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
92 SNU-407 MEK 29.9 1.0 1.0 0.0 0.405069 0.0 0.0
94 IST-MEL1 BRAF 29.8 0.9999999999999999 0.9999999999999999 0.9795149999999999 0.024106 0.0 0.0
93 WT BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
95 GP5d Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
94 IST-MEL1 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
93 WT PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
94 IST-MEL1 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
95 GP5d BRAF 29.8 0.999999 0.999999 0.959215 0.032172 0.0 0.0
93 WT p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
95 GP5d PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
94 IST-MEL1 MEK 29.9 1.0 1.0 0.0006000000000000001 0.43401 0.0 0.0
95 GP5d p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
93 WT MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
96 LB373-MEL-D Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
97 WM278 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
95 GP5d MEK 29.9 1.0 1.0 0.0 0.424333 0.0 0.0
96 LB373-MEL-D BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
97 WM278 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
98 K2 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
96 LB373-MEL-D PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
97 WM278 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
96 LB373-MEL-D p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
98 K2 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
97 WM278 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
98 K2 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
98 K2 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
96 LB373-MEL-D MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
97 WM278 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
99 HCT-15 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
100 WM1552C Zero 29.8 1.0 1.0 1.0 0.0012 0.0 0.0
98 K2 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
99 HCT-15 BRAF 29.8 1.0 1.0 0.980271 0.017171 0.0 0.0
100 WM1552C BRAF 29.8 0.9999999999999999 0.9999999999999999 0.9795149999999999 0.024106 0.0 0.0
101 451Lu Zero 29.8 1.0 1.0 1.0 0.0012 0.0 0.0
99 HCT-15 PI3K 29.8 1.0 0.9998 0.0 1.0 0.0 0.0
100 WM1552C PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
99 HCT-15 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
101 451Lu BRAF 29.8 0.9999999999999999 0.9999999999999999 0.9795149999999999 0.024106 0.0 0.0
100 WM1552C p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
101 451Lu PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
99 HCT-15 MEK 29.9 1.0 1.0 0.0 0.422833 0.0 0.0
101 451Lu p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
100 WM1552C MEK 29.9 1.0 1.0 0.0006000000000000001 0.43401 0.0 0.0
102 SK-MEL-28 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
101 451Lu MEK 29.9 1.0 1.0 0.0006000000000000001 0.43401 0.0 0.0
102 SK-MEL-28 BRAF 29.8 0.9999990000000001 0.9999990000000001 0.9800340000000001 0.02311 0.0 0.0
102 SK-MEL-28 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
102 SK-MEL-28 p53 29.8 1.0 1.0 1.0 0.0002 0.0 0.0
102 SK-MEL-28 MEK 29.9 1.0 1.0 0.0 0.429192 0.0 0.0
